month,date,date_2,unit,amount,late_fee,total_paid,date_3,remarks,_source_file,_folder,_project
Mar-2017,2017-03-13,2017-04-03,3733,42847.0,,42847.0,2017-04-01,Paid,utility_bills\SATTI_APTS_IESCO_Bills.xlsx,utility_bills,SATTI_APTS
Apr-2017,2017-04-02,2017-04-23,14130,170532.0,,170532.0,2017-05-06,Late Payment,utility_bills\SATTI_APTS_IESCO_Bills.xlsx,utility_bills,SATTI_APTS
May-2017,2017-05-10,2017-05-31,,12795.0,,12795.0,2017-06-02,,utility_bills\SATTI_APTS_IESCO_Bills.xlsx,utility_bills,SATTI_APTS
Jun-2017,2017-06-05,2017-06-26,9742,93613.0,,93613.0,2017-06-26,Paid,utility_bills\SATTI_APTS_IESCO_Bills.xlsx,utility_bills,SATTI_APTS
Jul-2017,2017-07-13,2017-08-03,"PKR 7,234",177356.0,8868,186224.0,2017-08-01,,utility_bills\SATTI_APTS_IESCO_Bills.xlsx,utility_bills,SATTI_APTS
Aug-2017,2017-08-15,2017-09-05,2387,46232.0,2312,48544.0,2017-09-25,Late Payment,utility_bills\SATTI_APTS_IESCO_Bills.xlsx,utility_bills,SATTI_APTS
Sep-2017,2017-09-08,2017-09-29,2717,65975.0,,65975.0,2017-10-27,Paid,utility_bills\SATTI_APTS_IESCO_Bills.xlsx,utility_bills,SATTI_APTS
Oct-2017,2017-10-08,2017-10-29,9262,,,155518.0,2017-11-14,Paid,utility_bills\SATTI_APTS_IESCO_Bills.xlsx,utility_bills,SATTI_APTS
Nov-2017,2017-11-07,2017-11-28,8703.0,85726.0,,85726.0,2017-12-16,Paid,utility_bills\SATTI_APTS_IESCO_Bills.xlsx,utility_bills,SATTI_APTS
Dec-2017,2017-12-09,2017-12-30,13760,215899.0,,215899.0,2018-01-03,,utility_bills\SATTI_APTS_IESCO_Bills.xlsx,utility_bills,SATTI_APTS
Jan-2018,2018-01-13,2018-02-03,13810,135051.0,,135051.0,2018-02-18,,utility_bills\SATTI_APTS_IESCO_Bills.xlsx,utility_bills,SATTI_APTS
Feb-2018,2018-02-02,2018-02-23,5736,78213.0,3911,82124.0,2018-03-03,Late Payment,utility_bills\SATTI_APTS_IESCO_Bills.xlsx,utility_bills,SATTI_APTS
Mar-2018,2018-03-14,2018-04-04,7679,178496.0,,178496.0,2018-04-26,,utility_bills\SATTI_APTS_IESCO_Bills.xlsx,utility_bills,SATTI_APTS
Apr-2018,2018-04-13,2018-05-04,796,6644.0,332,6976.0,2018-05-30,Disputed,utility_bills\SATTI_APTS_IESCO_Bills.xlsx,utility_bills,SATTI_APTS
May-2018,2018-05-11,2018-06-01,13771,313450.0,,313450.0,2018-05-27,,utility_bills\SATTI_APTS_IESCO_Bills.xlsx,utility_bills,SATTI_APTS
Jun-2018,2018-06-14,2018-07-05,9920,150493.0,7525,158018.0,2018-06-30,Disputed,utility_bills\SATTI_APTS_IESCO_Bills.xlsx,utility_bills,SATTI_APTS
Jul-2018,2018-07-08,2018-07-29,9689,226884.0,,,2018-08-24,Disputed,utility_bills\SATTI_APTS_IESCO_Bills.xlsx,utility_bills,SATTI_APTS
