month,date,date_2,unit,amount,late_fee,total_paid,date_3,remarks,_source_file,_folder,_project
Feb-2012,2012-02-01,2012-02-22,9838,158412.0,7921,166333.0,2012-03-13,Paid,utility_bills\SATTI_PLAZA_IESCO_Bills.xlsx,utility_bills,SATTI_PLAZA
Mar-2012,2012-03-08,2012-03-29,8201,110449.0,,110449.0,2012-04-02,Paid,utility_bills\SATTI_PLAZA_IESCO_Bills.xlsx,utility_bills,SATTI_PLAZA
Apr-2012,2012-04-14,2012-05-05,8304,129445.0,,129445.0,2012-05-29,,utility_bills\SATTI_PLAZA_IESCO_Bills.xlsx,utility_bills,SATTI_PLAZA
May-2012,2012-05-10,2012-05-31,2247.0,25223.0,,25223.0,2012-06-19,,utility_bills\SATTI_PLAZA_IESCO_Bills.xlsx,utility_bills,SATTI_PLAZA
Jun-2012,2012-06-08,2012-06-29,6811,121572.0,,121572.0,2012-06-24,,utility_bills\SATTI_PLAZA_IESCO_Bills.xlsx,utility_bills,SATTI_PLAZA
Jul-2012,2012-07-01,2012-07-22,9611,215067.0,,215067.0,2012-07-30,,utility_bills\SATTI_PLAZA_IESCO_Bills.xlsx,utility_bills,SATTI_PLAZA
Aug-2012,2012-08-11,2012-09-01,4894,62237.0,,62237.0,2012-09-26,,utility_bills\SATTI_PLAZA_IESCO_Bills.xlsx,utility_bills,SATTI_PLAZA
Sep-2012,2012-09-15,2012-10-06,1303,31894.0,,31894.0,2012-10-02,,utility_bills\SATTI_PLAZA_IESCO_Bills.xlsx,utility_bills,SATTI_PLAZA
Oct-2012,2012-10-11,2012-11-01,12545,232778.0,,232778.0,2012-11-30,Paid,utility_bills\SATTI_PLAZA_IESCO_Bills.xlsx,utility_bills,SATTI_PLAZA
Nov-2012,2012-11-08,2012-11-29,4246,99398.0,,99398.0,2012-12-29,,utility_bills\SATTI_PLAZA_IESCO_Bills.xlsx,utility_bills,SATTI_PLAZA
Dec-2012,2012-12-14,2013-01-04,14123,274592.0,13730,288322.0,2013-01-20,Late Payment,utility_bills\SATTI_PLAZA_IESCO_Bills.xlsx,utility_bills,SATTI_PLAZA
Jan-2013,2013-01-04,2013-01-25,11815,232272.0,11614.0,243886.0,2013-02-19,Disputed,utility_bills\SATTI_PLAZA_IESCO_Bills.xlsx,utility_bills,SATTI_PLAZA
Feb-2013,2013-02-15,2013-03-08,,77293.0,,77293.0,2013-03-20,,utility_bills\SATTI_PLAZA_IESCO_Bills.xlsx,utility_bills,SATTI_PLAZA
Mar-2013,2013-03-01,2013-03-22,3904,92631.0,,92631.0,2013-04-20,Late Payment,utility_bills\SATTI_PLAZA_IESCO_Bills.xlsx,utility_bills,SATTI_PLAZA
Apr-2013,2013-04-09,2013-04-30,3001,70151.0,,70151.0,2013-05-13,,utility_bills\SATTI_PLAZA_IESCO_Bills.xlsx,utility_bills,SATTI_PLAZA
May-2013,2013-05-13,2013-06-03,1988,27898.0,,27898.0,2013-06-27,Disputed,utility_bills\SATTI_PLAZA_IESCO_Bills.xlsx,utility_bills,SATTI_PLAZA
Jun-2013,2013-06-02,2013-06-23,"PKR 9,003",131651.0,,131651.0,2013-07-15,Late Payment,utility_bills\SATTI_PLAZA_IESCO_Bills.xlsx,utility_bills,SATTI_PLAZA
Jul-2013,2013-07-10,2013-07-31,3051,26279.0,,26279.0,2013-07-30,Paid,utility_bills\SATTI_PLAZA_IESCO_Bills.xlsx,utility_bills,SATTI_PLAZA
Aug-2013,2013-08-04,2013-08-25,1275,24720.0,1236,25956.0,2013-08-24,Paid,utility_bills\SATTI_PLAZA_IESCO_Bills.xlsx,utility_bills,SATTI_PLAZA
Sep-2013,2013-09-13,2013-10-04,7465,89124.0,,89124.0,2013-10-26,,utility_bills\SATTI_PLAZA_IESCO_Bills.xlsx,utility_bills,SATTI_PLAZA
Oct-2013,2013-10-09,2013-10-30,555.0,11013.0,,,2013-11-16,Late Payment,utility_bills\SATTI_PLAZA_IESCO_Bills.xlsx,utility_bills,SATTI_PLAZA
Nov-2013,2013-11-07,2013-11-28,13566,117621.0,5881,123502.0,2013-11-29,Disputed,utility_bills\SATTI_PLAZA_IESCO_Bills.xlsx,utility_bills,SATTI_PLAZA
Dec-2013,2013-12-06,2013-12-27,1890,17758.0,888,18646.0,2014-01-03,,utility_bills\SATTI_PLAZA_IESCO_Bills.xlsx,utility_bills,SATTI_PLAZA
Jan-2014,2014-01-07,2014-01-28,10360,196707.0,,196707.0,2014-02-05,Late Payment,utility_bills\SATTI_PLAZA_IESCO_Bills.xlsx,utility_bills,SATTI_PLAZA
Feb-2014,2014-02-15,2014-03-08,12996,268751.0,,268751.0,2014-03-13,Late Payment,utility_bills\SATTI_PLAZA_IESCO_Bills.xlsx,utility_bills,SATTI_PLAZA
Mar-2014,2014-03-11,2014-04-01,8473,,8992,188837.0,2014-04-11,,utility_bills\SATTI_PLAZA_IESCO_Bills.xlsx,utility_bills,SATTI_PLAZA
Apr-2014,2014-04-08,2014-04-29,8844,,,193138.0,2014-05-16,Disputed,utility_bills\SATTI_PLAZA_IESCO_Bills.xlsx,utility_bills,SATTI_PLAZA
May-2014,2014-05-03,2014-05-24,4530,101075.0,,101075.0,2014-06-20,,utility_bills\SATTI_PLAZA_IESCO_Bills.xlsx,utility_bills,SATTI_PLAZA
Jun-2014,2014-06-10,2014-07-01,13333,272988.0,,272988.0,2014-07-29,Disputed,utility_bills\SATTI_PLAZA_IESCO_Bills.xlsx,utility_bills,SATTI_PLAZA
