month,date,date_2,unit,amount,late_fee,total_paid,date_3,remarks,_source_file,_folder,_project
Jan-2016,2016-01-02,2016-01-23,283,4598.0,230,4828.0,2016-02-13,Paid,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Feb-2016,2016-02-14,2016-03-06,677,5562.0,278,5840.0,2016-03-19,,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Mar-2016,2016-03-03,2016-03-24,484,4386.0,,4386.0,2016-04-12,,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Apr-2016,2016-04-07,2016-04-28,141,2576.0,129.0,2705.0,2016-05-22,,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
May-2016,2016-05-08,2016-05-29,PKR 507,9872.0,494,10366.0,2016-06-11,Late Payment,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Jun-2016,2016-06-10,2016-07-01,365,3350.0,168,3518.0,2016-07-28,,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Jul-2016,2016-07-14,2016-08-04,472,7856.0,,7856.0,2016-08-15,,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Aug-2016,2016-08-09,2016-08-30,565,14089.0,,14089.0,2016-09-10,Disputed,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Sep-2016,2016-09-12,2016-10-03,PKR 380,8850.0,,,2016-10-19,Paid,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Oct-2016,2016-10-07,2016-10-28,389,4113.0,,4113.0,2016-10-27,Late Payment,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Nov-2016,2016-11-01,2016-11-22,452,10580.0,529,11109.0,2016-12-05,,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Dec-2016,2016-12-11,2017-01-01,230,,,2152.0,2016-12-30,,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Jan-2017,2017-01-06,2017-01-27,730,10907.0,545,11452.0,2017-02-25,Disputed,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Feb-2017,2017-02-12,2017-03-05,106,1283.0,,1283.0,2017-03-01,Late Payment,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Mar-2017,2017-03-05,2017-03-26,499/-,4501.0,,4501.0,2017-04-24,,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Apr-2017,2017-04-09,2017-04-30,,4533.0,,4533.0,2017-04-29,,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
May-2017,2017-05-10,2017-05-31,425,10578.0,,10578.0,2017-05-29,Late Payment,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Jun-2017,2017-06-05,2017-06-26,695,10627.0,,,2017-07-15,Late Payment,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Jul-2017,2017-07-03,2017-07-24,778,11636.0,,11636.0,2017-07-22,Paid,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Aug-2017,2017-08-05,2017-08-26,799,6550.0,,6550.0,2017-09-20,Paid,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Sep-2017,2017-09-05,2017-09-26,799,6847.0,342,7189.0,2017-09-26,Disputed,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Oct-2017,2017-10-10,2017-10-31,376,7950.0,,7950.0,2017-11-14,Disputed,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Nov-2017,2017-11-14,2017-12-05,310,5147.0,257.0,5404.0,2017-12-23,Paid,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Dec-2017,2017-12-04,2017-12-25,247,4591.0,230/-,4821.0,2017-12-29,Paid,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Jan-2018,2018-01-07,2018-01-28,430,5156.0,,5156.0,2018-02-15,Paid,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Feb-2018,2018-02-02,2018-02-23,231,4336.0,217,4553.0,2018-03-10,,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Mar-2018,2018-03-04,2018-03-25,,10840.0,,10840.0,2018-04-12,Disputed,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Apr-2018,2018-04-13,2018-05-04,212,3480.0,174,3654.0,2018-05-19,Late Payment,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
May-2018,2018-05-12,2018-06-02,159,3269.0,,3269.0,2018-06-27,,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Jun-2018,2018-06-08,2018-06-29,198,2334.0,117,2451.0,2018-07-20,Disputed,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Jul-2018,2018-07-03,2018-07-24,510,6617.0,,6617.0,2018-08-22,Paid,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
