month,date,date_2,unit,amount,late_fee,total_paid,date_3,remarks,_source_file,_folder,_project
Sep-2012,2012-09-09,2012-09-30,524.0,6324.0,,6324.0,2012-10-19,Paid,utility_bills\SATTI_PLAZA_WASA_Bills.xlsx,utility_bills,SATTI_PLAZA
Oct-2012,2012-10-08,2012-10-29,62,502.0,,502.0,2012-11-08,Late Payment,utility_bills\SATTI_PLAZA_WASA_Bills.xlsx,utility_bills,SATTI_PLAZA
Nov-2012,2012-11-08,2012-11-29,80,1320.0,66,1386.0,2012-11-26,Paid,utility_bills\SATTI_PLAZA_WASA_Bills.xlsx,utility_bills,SATTI_PLAZA
Dec-2012,2012-12-07,2012-12-28,428/-,6021.0,,6021.0,2013-01-23,Paid,utility_bills\SATTI_PLAZA_WASA_Bills.xlsx,utility_bills,SATTI_PLAZA
Jan-2013,2013-01-04,2013-01-25,712,6218.0,,6218.0,2013-01-25,,utility_bills\SATTI_PLAZA_WASA_Bills.xlsx,utility_bills,SATTI_PLAZA
Feb-2013,2013-02-11,2013-03-04,PKR 566,8011.0,,8011.0,2013-03-24,,utility_bills\SATTI_PLAZA_WASA_Bills.xlsx,utility_bills,SATTI_PLAZA
Mar-2013,2013-03-14,2013-04-04,191,3023.0,,3023.0,2013-04-10,,utility_bills\SATTI_PLAZA_WASA_Bills.xlsx,utility_bills,SATTI_PLAZA
Apr-2013,2013-04-01,2013-04-22,60/-,1271.0,,1271.0,2013-05-19,Late Payment,utility_bills\SATTI_PLAZA_WASA_Bills.xlsx,utility_bills,SATTI_PLAZA
May-2013,2013-05-12,2013-06-02,699,9983.0,,9983.0,2013-06-14,,utility_bills\SATTI_PLAZA_WASA_Bills.xlsx,utility_bills,SATTI_PLAZA
Jun-2013,2013-06-10,2013-07-01,PKR 151,2829.0,141,2970.0,2013-07-25,Disputed,utility_bills\SATTI_PLAZA_WASA_Bills.xlsx,utility_bills,SATTI_PLAZA
Jul-2013,2013-07-12,2013-08-02,53,916.0,,916.0,2013-08-13,Late Payment,utility_bills\SATTI_PLAZA_WASA_Bills.xlsx,utility_bills,SATTI_PLAZA
Aug-2013,2013-08-15,2013-09-05,758,9243.0,,9243.0,2013-09-20,,utility_bills\SATTI_PLAZA_WASA_Bills.xlsx,utility_bills,SATTI_PLAZA
Sep-2013,2013-09-01,2013-09-22,187,2184.0,,2184.0,2013-10-19,,utility_bills\SATTI_PLAZA_WASA_Bills.xlsx,utility_bills,SATTI_PLAZA
Oct-2013,2013-10-06,2013-10-27,PKR 741,13560.0,,13560.0,2013-11-10,Paid,utility_bills\SATTI_PLAZA_WASA_Bills.xlsx,utility_bills,SATTI_PLAZA
Nov-2013,2013-11-08,2013-11-29,443,10490.0,,10490.0,2013-12-15,Disputed,utility_bills\SATTI_PLAZA_WASA_Bills.xlsx,utility_bills,SATTI_PLAZA
Dec-2013,2013-12-09,2013-12-30,422,5437.0,,5437.0,2014-01-15,,utility_bills\SATTI_PLAZA_WASA_Bills.xlsx,utility_bills,SATTI_PLAZA
Jan-2014,2014-01-04,2014-01-25,586,7514.0,376.0,7890.0,2014-01-27,Late Payment,utility_bills\SATTI_PLAZA_WASA_Bills.xlsx,utility_bills,SATTI_PLAZA
Feb-2014,2014-02-12,2014-03-05,239,2710.0,136,2846.0,2014-04-03,,utility_bills\SATTI_PLAZA_WASA_Bills.xlsx,utility_bills,SATTI_PLAZA
Mar-2014,2014-03-07,2014-03-28,151,2563.0,,2563.0,2014-04-20,,utility_bills\SATTI_PLAZA_WASA_Bills.xlsx,utility_bills,SATTI_PLAZA
Apr-2014,2014-04-06,2014-04-27,382,4967.0,,4967.0,2014-04-30,,utility_bills\SATTI_PLAZA_WASA_Bills.xlsx,utility_bills,SATTI_PLAZA
May-2014,2014-05-06,2014-05-27,523,6994.0,,6994.0,2014-06-10,Disputed,utility_bills\SATTI_PLAZA_WASA_Bills.xlsx,utility_bills,SATTI_PLAZA
Jun-2014,2014-06-03,2014-06-24,479,4278.0,,4278.0,2014-06-27,,utility_bills\SATTI_PLAZA_WASA_Bills.xlsx,utility_bills,SATTI_PLAZA
