project,source_file,raw_code,raw_desc,canon_code,canon_name,match_score,qty,rate,total,date,vendor,doc_no,matched
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_08_BILL 15 530.xlsx,,Date: 2018/02/04,,,0.0,,,,,Date: 2018/02/04,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_08_BILL 15 530.xlsx,PROJECT: SATTI_APTS,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_08_BILL 15 530.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_08_BILL 15 530.xlsx,MRB-IMP-W,MAR-W-IMP,MRB-IMP-W,Imported White Marble,100.0,129.8,704.0,106913.66,,MAR-W-IMP,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_08_BILL 15 530.xlsx,SAND-RIVER,SND-RV,,,0.0,134.3,37.0,5813.85,,SND-RV,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_08_BILL 15 530.xlsx,STL-RB16,rebar 5/8 inch,STL-RB-16,16mm Steel Rebar,95.0,377.6,136.0,60083.71,,rebar 5/8 inch,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_08_BILL 15 530.xlsx,WIRE-3/029,3/0.029 Copper Wire,WIR-COP-3,3/0.029 Copper Wire,84.7457627118644,31.0,54.0,1958.58,,3/0.029 Copper Wire,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_08_BILL 15 530.xlsx,REBAR-12MM,STL-RB12,,,0.0,267.6,127.0,39762.68,,STL-RB12,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_08_BILL 15 530.xlsx,COARSE AGG,"C.Agg 3/4""",,,0.0,180.1,61.0,10986.1,,"C.Agg 3/4""",,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_08_BILL 15 530.xlsx,GI_PIPE_2INCH,"G.I.Pipe 2""",PIP-GI-1,"1"" GI Pipe",66.66666666666667,233.2,326.0,88947.14,,"G.I.Pipe 2""",,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_08_BILL 15 530.xlsx,CBL-ARM-95,AC-95sq,CBL-ARM-95,95mm² Armoured Cable,100.0,9.2,740.0,7965.36,,AC-95sq,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_08_BILL 15 530.xlsx,OPC 50 KG,OPC Cement 50kg Bag,CEM-OPC-50,OPC Cement 50kg Bag,100.0,33.2,977.0,32436.4,,OPC Cement 50kg Bag,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_08_BILL 15 530.xlsx,COPWIRE7,WIR-CP7,,,0.0,191.1,,,,WIR-CP7,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_08_BILL 15 530.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_08_BILL 15 530.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_08_BILL 15 530.xlsx,NASIR,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_09_BILL 14 709.xlsx,,Date: 22-Dec-2016,,,0.0,,,,,Date: 22-Dec-2016,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_09_BILL 14 709.xlsx,PROJECT: SATTI_APTS,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_09_BILL 14 709.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_09_BILL 14 709.xlsx,CEM-OPC-50,Cement Bag 50Kg,CEM-OPC-50,OPC Cement 50kg Bag,100.0,78.7,990.0,77913.0,,Cement Bag 50Kg,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_09_BILL 14 709.xlsx,IMP_MARBLE_W,Marble Wht,MRB-IMP-W,Imported White Marble,75.0,470.3,678.0,373070.0,,Marble Wht,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_09_BILL 14 709.xlsx,COPPER WIRE 7/.029,7/0.029 Copper Wire,WIR-COP-7,7/0.029 Copper Wire,100.0,285.8,107.0,35779.0,,7/0.029 Copper Wire,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_09_BILL 14 709.xlsx,GLASS-6MM,6mm Clear Glass,GLS-CLR-6,6mm Clear Glass,84.0,421.4,237.0,116850.01,,6mm Clear Glass,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_09_BILL 14 709.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_09_BILL 14 709.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_09_BILL 14 709.xlsx,NASIR,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_10_BILL-18-449.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_10_BILL-18-449.xlsx,,Project: SATTI_APTS,,,0.0,,,,,Project: SATTI_APTS,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_10_BILL-18-449.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_10_BILL-18-449.xlsx,,Armoured Cable 95,CBL-ARM-95,95mm² Armoured Cable,90.32258064516128,,,,,Armoured Cable 95,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_10_BILL-18-449.xlsx,,Bajri 3/4,,,0.0,,,,,Bajri 3/4,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_10_BILL-18-449.xlsx,,PIP-GI2,,,0.0,,,,,PIP-GI2,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_10_BILL-18-449.xlsx,,CEMENT-50,,,0.0,,,,,CEMENT-50,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_10_BILL-18-449.xlsx,,Steel Bar 16,STL-RB-12,12mm Steel Rebar,69.56521739130434,,,,,Steel Bar 16,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_10_BILL-18-449.xlsx,,PAI-OIL-W,,,0.0,,,,,PAI-OIL-W,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_10_BILL-18-449.xlsx,,25KVA Genset,GEN-25KVA,25 KVA Generator,86.95652173913044,,,,,25KVA Genset,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_10_BILL-18-449.xlsx,,M20 Concrete,CNC-RDY-M20,M20 Ready Mix Concrete,85.71428571428572,,,,,M20 Concrete,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_10_BILL-18-449.xlsx,,PLY-MR12,,,0.0,,,,,PLY-MR12,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_10_BILL-18-449.xlsx,,S.Bar 12mm,,,0.0,,,,,S.Bar 12mm,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_10_BILL-18-449.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_10_BILL-18-449.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_10_BILL-18-449.xlsx,,Asif,,,0.0,,,,,Asif,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_11_BILL 12 215.xlsx,,Date: 27/07/2016,,,0.0,,,,,Date: 27/07/2016,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_11_BILL 12 215.xlsx,PROJECT: SATTI_APTS,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_11_BILL 12 215.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_11_BILL 12 215.xlsx,S.BAR 16MM,STL-RB16,,,0.0,317.9,160.0,59510.88,,STL-RB16,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_11_BILL 12 215.xlsx,SAN-WC,WC-STD,,,0.0,113.8,11732.0,1562068.87,,WC-STD,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_11_BILL 12 215.xlsx,BAJRI 3/4,coarse agg,AGG-CRS-34,Coarse Aggregate 3/4 inch,80.0,247.2,63.0,18221.11,,coarse agg,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_11_BILL 12 215.xlsx,GI_PIPE_1INCH,PIP-GI1,,,0.0,446.5,185.0,96644.93,,PIP-GI1,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_11_BILL 12 215.xlsx,GLS-CLR-6,Clear Glass 6,GLS-CLR-6,6mm Clear Glass,100.0,267.9,219.0,58670.1,,Clear Glass 6,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_11_BILL 12 215.xlsx,CEM_OPC_50,Cement Bag 50Kg,CEM-OPC-50,OPC Cement 50kg Bag,95.0,475.2,845.0,469806.48,,Cement Bag 50Kg,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_11_BILL 12 215.xlsx,GEN_25KVA,Generator 25KVA,GEN-25KVA,25 KVA Generator,95.0,17.1,937130.0,16024923.0,,Generator 25KVA,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_11_BILL 12 215.xlsx,SAND (FINE),River Sand,SND-RVR,River Sand,100.0,430.9,30.0,12927.0,,River Sand,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_11_BILL 12 215.xlsx,AL_WINDOW_4,al_window_4,ALM-WIN-4,4ft Aluminum Window,62.5,398.3,15751.0,7340139.26,,al_window_4,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_11_BILL 12 215.xlsx,PIP-GI-2,"G.I.Pipe 2""",PIP-GI-2,"2"" GI Pipe",100.0,,321.0,69856.02,,"G.I.Pipe 2""",,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_11_BILL 12 215.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_11_BILL 12 215.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_11_BILL 12 215.xlsx,NASIR,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_12_BILL_11_329.xlsx,BILL/11/329,Vendor:,,,0.0,,,,,Vendor:,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_12_BILL_11_329.xlsx,SATTI_APTS,Date:,AGG-CRS-34,Coarse Aggregate 3/4 inch,60.0,,,,,Date:,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_12_BILL_11_329.xlsx,BRICKS_A,BRK-A,,,0.0,250.7,15575.0,4568443.43,,BRK-A,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_12_BILL_11_329.xlsx,RETI (RIVER),Sand (Fine),,,0.0,324.1,33.0,12513.5,,Sand (Fine),,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_12_BILL_11_329.xlsx,WIRE_7029,WIRE-7/029,,,0.0,245.6,100.0,28735.2,,WIRE-7/029,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_12_BILL_11_329.xlsx,CNC-M20,Ready Mix M20,CNC-RDY-M20,M20 Ready Mix Concrete,76.36363636363637,189.1,393.0,74316.3,,Ready Mix M20,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_12_BILL_11_329.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_12_BILL_11_329.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_12_BILL_11_329.xlsx,KAMRAN,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_13_BILL_08_244.xlsx,,Date: 2015/05/24,,,0.0,,,,,Date: 2015/05/24,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_13_BILL_08_244.xlsx,PROJECT: SATTI_APTS,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_13_BILL_08_244.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_13_BILL_08_244.xlsx,"A.WIN 4""",Alum Window 4ft,ALM-WIN-4,4ft Aluminum Window,75.47169811320755,450.6,12931.0,6817249.0,,Alum Window 4ft,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_13_BILL_08_244.xlsx,WIRE_3029,WIR-CP3,,,0.0,293.8,50.0,14690.0,,WIR-CP3,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_13_BILL_08_244.xlsx,AGG-CRS-34,coarse agg,AGG-CRS-34,Coarse Aggregate 3/4 inch,100.0,200.2,55.0,11011.0,,coarse agg,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_13_BILL_08_244.xlsx,CLEAR GLASS 6,GLASS-6MM,,,0.0,196.1,188.0,43134.16,,GLASS-6MM,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_13_BILL_08_244.xlsx,PLYWOOD 12MM MR,Plywood 12mm MR,PLY-MR-12,12mm MR Plywood Sheet,63.63636363636363,147.9,2402.0,355255.8,,Plywood 12mm MR,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_13_BILL_08_244.xlsx,PAI-OIL,OIL-PAINT-W,,,0.0,,1998.0,479320.0,,OIL-PAINT-W,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_13_BILL_08_244.xlsx,REBAR-16MM,rebar 5/8 inch,AGG-CRS-34,Coarse Aggregate 3/4 inch,66.66666666666667,91.6,,14789.74,,rebar 5/8 inch,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_13_BILL_08_244.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_13_BILL_08_244.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_13_BILL_08_244.xlsx,TARIQ,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_14_BILL16758.xlsx,,Date: 02-Jun-2016,,,0.0,,,,,Date: 02-Jun-2016,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_14_BILL16758.xlsx,PROJECT: SATTI_APTS,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_14_BILL16758.xlsx,,,,,0.0,,,,,,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_14_BILL16758.xlsx,CLASS A BRICK,bricks_a,BRK-CLS-A,Class-A Red Brick,66.66666666666667,72.1,12586.0,1061717.2,,bricks_a,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_14_BILL16758.xlsx,PAINT_OIL_W,PAI-OIL,,,0.0,384.4,1629.0,732639.49,,PAI-OIL,,False
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_14_BILL16758.xlsx,GEN_25KVA,gen_25kva,GEN-25KVA,25 KVA Generator,95.0,345.7,834813.0,337655979.3,,gen_25kva,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_14_BILL16758.xlsx,STL-RB12,12mm Steel Rebar,STL-RB-12,12mm Steel Rebar,95.0,112.8,130.0,14664.0,,12mm Steel Rebar,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_14_BILL16758.xlsx,WIRE_7029,CopWire7,WIR-COP-7,7/0.029 Copper Wire,66.66666666666667,352.6,104.0,42904.37,,CopWire7,,True
SATTI_APTS,purchase_bills\SATTI_APTS_Bill_14_BILL16758.xlsx,CEM-OPC50,Cement Bag 50Kg,CEM-OPC-50,OPC Cement 50kg Bag,95.0,445.4,978.0,435601.2,,Cement Bag 50Kg,,True
