month,date,date_2,unit,amount,late_fee,total_paid,date_3,remarks,_source_file,_folder,_project
Mar-2017,2017-03-13,2017-04-03,3733,42847.0,,42847.0,2017-04-01,Paid,utility_bills\SATTI_APTS_IESCO_Bills.xlsx,utility_bills,SATTI_APTS
Apr-2017,2017-04-02,2017-04-23,14130,170532.0,,170532.0,2017-05-06,Late Payment,utility_bills\SATTI_APTS_IESCO_Bills.xlsx,utility_bills,SATTI_APTS
May-2017,2017-05-10,2017-05-31,,12795.0,,12795.0,2017-06-02,,utility_bills\SATTI_APTS_IESCO_Bills.xlsx,utility_bills,SATTI_APTS
Jun-2017,2017-06-05,2017-06-26,9742,93613.0,,93613.0,2017-06-26,Paid,utility_bills\SATTI_APTS_IESCO_Bills.xlsx,utility_bills,SATTI_APTS
Jul-2017,2017-07-13,2017-08-03,"PKR 7,234",177356.0,8868,186224.0,2017-08-01,,utility_bills\SATTI_APTS_IESCO_Bills.xlsx,utility_bills,SATTI_APTS
Aug-2017,2017-08-15,2017-09-05,2387,46232.0,2312,48544.0,2017-09-25,Late Payment,utility_bills\SATTI_APTS_IESCO_Bills.xlsx,utility_bills,SATTI_APTS
Sep-2017,2017-09-08,2017-09-29,2717,65975.0,,65975.0,2017-10-27,Paid,utility_bills\SATTI_APTS_IESCO_Bills.xlsx,utility_bills,SATTI_APTS
Oct-2017,2017-10-08,2017-10-29,9262,,,155518.0,2017-11-14,Paid,utility_bills\SATTI_APTS_IESCO_Bills.xlsx,utility_bills,SATTI_APTS
Nov-2017,2017-11-07,2017-11-28,8703.0,85726.0,,85726.0,2017-12-16,Paid,utility_bills\SATTI_APTS_IESCO_Bills.xlsx,utility_bills,SATTI_APTS
Dec-2017,2017-12-09,2017-12-30,13760,215899.0,,215899.0,2018-01-03,,utility_bills\SATTI_APTS_IESCO_Bills.xlsx,utility_bills,SATTI_APTS
Jan-2018,2018-01-13,2018-02-03,13810,135051.0,,135051.0,2018-02-18,,utility_bills\SATTI_APTS_IESCO_Bills.xlsx,utility_bills,SATTI_APTS
Feb-2018,2018-02-02,2018-02-23,5736,78213.0,3911,82124.0,2018-03-03,Late Payment,utility_bills\SATTI_APTS_IESCO_Bills.xlsx,utility_bills,SATTI_APTS
Mar-2018,2018-03-14,2018-04-04,7679,178496.0,,178496.0,2018-04-26,,utility_bills\SATTI_APTS_IESCO_Bills.xlsx,utility_bills,SATTI_APTS
Apr-2018,2018-04-13,2018-05-04,796,6644.0,332,6976.0,2018-05-30,Disputed,utility_bills\SATTI_APTS_IESCO_Bills.xlsx,utility_bills,SATTI_APTS
May-2018,2018-05-11,2018-06-01,13771,313450.0,,313450.0,2018-05-27,,utility_bills\SATTI_APTS_IESCO_Bills.xlsx,utility_bills,SATTI_APTS
Jun-2018,2018-06-14,2018-07-05,9920,150493.0,7525,158018.0,2018-06-30,Disputed,utility_bills\SATTI_APTS_IESCO_Bills.xlsx,utility_bills,SATTI_APTS
Jul-2018,2018-07-08,2018-07-29,9689,226884.0,,,2018-08-24,Disputed,utility_bills\SATTI_APTS_IESCO_Bills.xlsx,utility_bills,SATTI_APTS
Mar-2015,2015-03-11,2015-04-01,508,6804.0,340,7144.0,2015-04-18,,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Apr-2015,2015-04-08,2015-04-29,294,5364.0,,5364.0,2015-05-13,,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
May-2015,2015-05-10,2015-05-31,580,8343.0,,8343.0,2015-06-19,Paid,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Jun-2015,2015-06-13,2015-07-04,420,10081.0,504,10585.0,2015-07-21,,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Jul-2015,2015-07-01,2015-07-22,290,2861.0,,2861.0,2015-08-08,Disputed,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Aug-2015,2015-08-07,2015-08-28,390,9732.0,,9732.0,2015-08-29,Disputed,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Sep-2015,2015-09-07,2015-09-28,655,13348.0,,13348.0,2015-09-23,,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Oct-2015,2015-10-01,2015-10-22,790,11587.0,,11587.0,2015-11-15,,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Nov-2015,2015-11-06,2015-11-27,610/-,14031.0,,14031.0,2015-12-22,Late Payment,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Dec-2015,2015-12-10,2015-12-31,66,1372.0,,1372.0,2016-01-10,Paid,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Jan-2016,2016-01-02,2016-01-23,283,4598.0,230,4828.0,2016-02-13,Paid,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Feb-2016,2016-02-14,2016-03-06,677,5562.0,278,5840.0,2016-03-19,,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Mar-2016,2016-03-03,2016-03-24,484,4386.0,,4386.0,2016-04-12,,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Apr-2016,2016-04-07,2016-04-28,141,2576.0,129.0,2705.0,2016-05-22,,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
May-2016,2016-05-08,2016-05-29,PKR 507,9872.0,494,10366.0,2016-06-11,Late Payment,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Jun-2016,2016-06-10,2016-07-01,365,3350.0,168,3518.0,2016-07-28,,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Jul-2016,2016-07-14,2016-08-04,472,7856.0,,7856.0,2016-08-15,,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Aug-2016,2016-08-09,2016-08-30,565,14089.0,,14089.0,2016-09-10,Disputed,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Sep-2016,2016-09-12,2016-10-03,PKR 380,8850.0,,,2016-10-19,Paid,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Oct-2016,2016-10-07,2016-10-28,389,4113.0,,4113.0,2016-10-27,Late Payment,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Nov-2016,2016-11-01,2016-11-22,452,10580.0,529,11109.0,2016-12-05,,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Dec-2016,2016-12-11,2017-01-01,230,,,2152.0,2016-12-30,,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Jan-2017,2017-01-06,2017-01-27,730,10907.0,545,11452.0,2017-02-25,Disputed,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Feb-2017,2017-02-12,2017-03-05,106,1283.0,,1283.0,2017-03-01,Late Payment,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Mar-2017,2017-03-05,2017-03-26,499/-,4501.0,,4501.0,2017-04-24,,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Apr-2017,2017-04-09,2017-04-30,,4533.0,,4533.0,2017-04-29,,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
May-2017,2017-05-10,2017-05-31,425,10578.0,,10578.0,2017-05-29,Late Payment,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Jun-2017,2017-06-05,2017-06-26,695,10627.0,,,2017-07-15,Late Payment,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Jul-2017,2017-07-03,2017-07-24,778,11636.0,,11636.0,2017-07-22,Paid,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Aug-2017,2017-08-05,2017-08-26,799,6550.0,,6550.0,2017-09-20,Paid,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Sep-2017,2017-09-05,2017-09-26,799,6847.0,342,7189.0,2017-09-26,Disputed,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Oct-2017,2017-10-10,2017-10-31,376,7950.0,,7950.0,2017-11-14,Disputed,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Nov-2017,2017-11-14,2017-12-05,310,5147.0,257.0,5404.0,2017-12-23,Paid,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Dec-2017,2017-12-04,2017-12-25,247,4591.0,230/-,4821.0,2017-12-29,Paid,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Jan-2018,2018-01-07,2018-01-28,430,5156.0,,5156.0,2018-02-15,Paid,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Feb-2018,2018-02-02,2018-02-23,231,4336.0,217,4553.0,2018-03-10,,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Mar-2018,2018-03-04,2018-03-25,,10840.0,,10840.0,2018-04-12,Disputed,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Apr-2018,2018-04-13,2018-05-04,212,3480.0,174,3654.0,2018-05-19,Late Payment,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
May-2018,2018-05-12,2018-06-02,159,3269.0,,3269.0,2018-06-27,,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Jun-2018,2018-06-08,2018-06-29,198,2334.0,117,2451.0,2018-07-20,Disputed,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Jul-2018,2018-07-03,2018-07-24,510,6617.0,,6617.0,2018-08-22,Paid,utility_bills\SATTI_APTS_SNGPL_Bills.xlsx,utility_bills,SATTI_APTS
Mar-2015,2015-03-10,2015-03-31,192,3927.0,,3927.0,2015-04-22,Paid,utility_bills\SATTI_APTS_WASA_Bills.xlsx,utility_bills,SATTI_APTS
Apr-2015,2015-04-07,2015-04-28,65.0,587.0,,587.0,2015-05-01,,utility_bills\SATTI_APTS_WASA_Bills.xlsx,utility_bills,SATTI_APTS
May-2015,2015-05-07,2015-05-28,795,11405.0,570,11975.0,2015-05-28,Paid,utility_bills\SATTI_APTS_WASA_Bills.xlsx,utility_bills,SATTI_APTS
Jun-2015,2015-06-14,2015-07-05,276,2656.0,,2656.0,2015-07-18,Disputed,utility_bills\SATTI_APTS_WASA_Bills.xlsx,utility_bills,SATTI_APTS
Jul-2015,2015-07-12,2015-08-02,557,6459.0,,6459.0,2015-08-12,Late Payment,utility_bills\SATTI_APTS_WASA_Bills.xlsx,utility_bills,SATTI_APTS
Aug-2015,2015-08-04,2015-08-25,429,7367.0,,7367.0,2015-08-24,Disputed,utility_bills\SATTI_APTS_WASA_Bills.xlsx,utility_bills,SATTI_APTS
Sep-2015,2015-09-07,2015-09-28,651,8861.0,,8861.0,2015-10-16,Late Payment,utility_bills\SATTI_APTS_WASA_Bills.xlsx,utility_bills,SATTI_APTS
Oct-2015,2015-10-06,2015-10-27,PKR 135,2517.0,,2517.0,2015-10-31,Late Payment,utility_bills\SATTI_APTS_WASA_Bills.xlsx,utility_bills,SATTI_APTS
Nov-2015,2015-11-13,2015-12-04,356,4400.0,,4400.0,2015-12-07,,utility_bills\SATTI_APTS_WASA_Bills.xlsx,utility_bills,SATTI_APTS
Dec-2015,2015-12-02,2015-12-23,469,10787.0,,10787.0,2016-01-14,,utility_bills\SATTI_APTS_WASA_Bills.xlsx,utility_bills,SATTI_APTS
Jan-2016,2016-01-01,2016-01-22,763,14639.0,,14639.0,2016-02-19,Disputed,utility_bills\SATTI_APTS_WASA_Bills.xlsx,utility_bills,SATTI_APTS
Feb-2016,2016-02-12,2016-03-04,333,4397.0,220,4617.0,2016-03-31,Paid,utility_bills\SATTI_APTS_WASA_Bills.xlsx,utility_bills,SATTI_APTS
Mar-2016,2016-03-11,2016-04-01,59,850.0,,850.0,2016-04-22,,utility_bills\SATTI_APTS_WASA_Bills.xlsx,utility_bills,SATTI_APTS
Apr-2016,2016-04-03,2016-04-24,211,2291.0,,2291.0,2016-04-19,,utility_bills\SATTI_APTS_WASA_Bills.xlsx,utility_bills,SATTI_APTS
May-2016,2016-05-09,2016-05-30,101,2327.0,116,2443.0,2016-05-31,,utility_bills\SATTI_APTS_WASA_Bills.xlsx,utility_bills,SATTI_APTS
Jun-2016,2016-06-09,2016-06-30,72,1372.0,,1372.0,2016-07-27,Paid,utility_bills\SATTI_APTS_WASA_Bills.xlsx,utility_bills,SATTI_APTS
Jul-2016,2016-07-13,2016-08-03,135,1535.0,,1535.0,2016-08-29,,utility_bills\SATTI_APTS_WASA_Bills.xlsx,utility_bills,SATTI_APTS
Aug-2016,2016-08-12,2016-09-02,491,9637.0,,9637.0,2016-09-16,,utility_bills\SATTI_APTS_WASA_Bills.xlsx,utility_bills,SATTI_APTS
Sep-2016,2016-09-10,2016-10-01,776,10554.0,,10554.0,2016-10-28,,utility_bills\SATTI_APTS_WASA_Bills.xlsx,utility_bills,SATTI_APTS
Oct-2016,2016-10-02,2016-10-23,658/-,14752.0,,14752.0,2016-11-16,,utility_bills\SATTI_APTS_WASA_Bills.xlsx,utility_bills,SATTI_APTS
Nov-2016,2016-11-03,2016-11-24,773,10873.0,,10873.0,2016-12-08,,utility_bills\SATTI_APTS_WASA_Bills.xlsx,utility_bills,SATTI_APTS
Dec-2016,2016-12-08,2016-12-29,446,6963.0,,6963.0,2017-01-12,Disputed,utility_bills\SATTI_APTS_WASA_Bills.xlsx,utility_bills,SATTI_APTS
Jan-2017,2017-01-09,2017-01-30,119,1113.0,,1113.0,2017-02-04,Paid,utility_bills\SATTI_APTS_WASA_Bills.xlsx,utility_bills,SATTI_APTS
Feb-2017,2017-02-14,2017-03-07,390,8933.0,PKR 447,9380.0,2017-03-08,,utility_bills\SATTI_APTS_WASA_Bills.xlsx,utility_bills,SATTI_APTS
Mar-2017,2017-03-08,2017-03-29,501,,,,2017-03-28,,utility_bills\SATTI_APTS_WASA_Bills.xlsx,utility_bills,SATTI_APTS
Apr-2017,2017-04-02,2017-04-23,211,3298.0,165,3463.0,2017-04-19,,utility_bills\SATTI_APTS_WASA_Bills.xlsx,utility_bills,SATTI_APTS
May-2017,2017-05-02,2017-05-23,699,14570.0,,14570.0,2017-06-11,,utility_bills\SATTI_APTS_WASA_Bills.xlsx,utility_bills,SATTI_APTS
Jun-2017,2017-06-03,2017-06-24,721,7689.0,,7689.0,2017-07-07,Paid,utility_bills\SATTI_APTS_WASA_Bills.xlsx,utility_bills,SATTI_APTS
Jul-2017,2017-07-12,2017-08-02,564.0,12998.0,TBD,13648.0,2017-08-10,,utility_bills\SATTI_APTS_WASA_Bills.xlsx,utility_bills,SATTI_APTS
Aug-2017,2017-08-05,2017-08-26,PKR 682,12136.0,,12136.0,2017-08-28,Late Payment,utility_bills\SATTI_APTS_WASA_Bills.xlsx,utility_bills,SATTI_APTS
Sep-2017,2017-09-02,2017-09-23,205/-,3931.0,197,4128.0,2017-10-13,Paid,utility_bills\SATTI_APTS_WASA_Bills.xlsx,utility_bills,SATTI_APTS
Oct-2017,2017-10-05,2017-10-26,782,12607.0,630,13237.0,2017-11-02,Paid,utility_bills\SATTI_APTS_WASA_Bills.xlsx,utility_bills,SATTI_APTS
Nov-2017,2017-11-13,2017-12-04,338,6502.0,,6502.0,2017-12-22,Disputed,utility_bills\SATTI_APTS_WASA_Bills.xlsx,utility_bills,SATTI_APTS
Dec-2017,2017-12-01,2017-12-22,577,4887.0,,4887.0,2017-12-23,Late Payment,utility_bills\SATTI_APTS_WASA_Bills.xlsx,utility_bills,SATTI_APTS
Jan-2018,2018-01-07,2018-01-28,440,8370.0,,8370.0,2018-02-15,Late Payment,utility_bills\SATTI_APTS_WASA_Bills.xlsx,utility_bills,SATTI_APTS
Feb-2018,2018-02-14,2018-03-07,682,11379.0,,11379.0,2018-03-20,,utility_bills\SATTI_APTS_WASA_Bills.xlsx,utility_bills,SATTI_APTS
Mar-2018,2018-03-13,2018-04-03,534,9699.0,485,10184.0,2018-04-08,,utility_bills\SATTI_APTS_WASA_Bills.xlsx,utility_bills,SATTI_APTS
Apr-2018,2018-04-07,2018-04-28,PKR 608,13578.0,679.0,14257.0,2018-05-24,Paid,utility_bills\SATTI_APTS_WASA_Bills.xlsx,utility_bills,SATTI_APTS
May-2018,2018-05-07,2018-05-28,661/-,10474.0,,,2018-05-24,Disputed,utility_bills\SATTI_APTS_WASA_Bills.xlsx,utility_bills,SATTI_APTS
Jun-2018,2018-06-11,2018-07-02,759,18867.0,,18867.0,2018-07-24,,utility_bills\SATTI_APTS_WASA_Bills.xlsx,utility_bills,SATTI_APTS
Jul-2018,2018-07-13,2018-08-03,768,6277.0,,6277.0,2018-08-14,,utility_bills\SATTI_APTS_WASA_Bills.xlsx,utility_bills,SATTI_APTS
May-2006,2006-05-03,2006-05-24,12137,302960.0,,,2006-06-11,Paid,utility_bills\SATTI_MALL_IESCO_Bills.xlsx,utility_bills,SATTI_MALL
Jun-2006,2006-06-11,2006-07-02,14206,149891.0,"7,495/-",157386.0,2006-07-30,,utility_bills\SATTI_MALL_IESCO_Bills.xlsx,utility_bills,SATTI_MALL
Jul-2006,2006-07-01,2006-07-22,2944,52636.0,,52636.0,2006-08-09,Late Payment,utility_bills\SATTI_MALL_IESCO_Bills.xlsx,utility_bills,SATTI_MALL
Aug-2006,2006-08-08,2006-08-29,1739,23879.0,1194,25073.0,2006-09-24,Late Payment,utility_bills\SATTI_MALL_IESCO_Bills.xlsx,utility_bills,SATTI_MALL
Sep-2006,2006-09-03,2006-09-24,6210,62562.0,,62562.0,2006-10-22,,utility_bills\SATTI_MALL_IESCO_Bills.xlsx,utility_bills,SATTI_MALL
Oct-2006,2006-10-07,2006-10-28,12327,214678.0,"10,734/-",,2006-11-22,,utility_bills\SATTI_MALL_IESCO_Bills.xlsx,utility_bills,SATTI_MALL
Nov-2006,2006-11-03,2006-11-24,4745,102973.0,,102973.0,2006-12-12,,utility_bills\SATTI_MALL_IESCO_Bills.xlsx,utility_bills,SATTI_MALL
Dec-2006,2006-12-02,2006-12-23,13885,222012.0,,222012.0,2007-01-03,Late Payment,utility_bills\SATTI_MALL_IESCO_Bills.xlsx,utility_bills,SATTI_MALL
Jan-2007,2007-01-05,2007-01-26,13618,,"PKR 9,122",191564.0,2007-02-12,,utility_bills\SATTI_MALL_IESCO_Bills.xlsx,utility_bills,SATTI_MALL
Feb-2007,2007-02-15,2007-03-08,7647,175956.0,8798.0,184754.0,2007-03-04,Paid,utility_bills\SATTI_MALL_IESCO_Bills.xlsx,utility_bills,SATTI_MALL
Mar-2007,2007-03-09,2007-03-30,"PKR 3,714",35424.0,,35424.0,2007-03-30,,utility_bills\SATTI_MALL_IESCO_Bills.xlsx,utility_bills,SATTI_MALL
Apr-2007,2007-04-06,2007-04-27,14348,217690.0,10884,228574.0,2007-04-26,Paid,utility_bills\SATTI_MALL_IESCO_Bills.xlsx,utility_bills,SATTI_MALL
May-2007,2007-05-13,2007-06-03,6283,56379.0,,56379.0,2007-06-26,Late Payment,utility_bills\SATTI_MALL_IESCO_Bills.xlsx,utility_bills,SATTI_MALL
Jun-2007,2007-06-04,2007-06-25,4433,87350.0,,87350.0,2007-06-24,,utility_bills\SATTI_MALL_IESCO_Bills.xlsx,utility_bills,SATTI_MALL
Jul-2007,2007-07-07,2007-07-28,"2,595/-",60886.0,,60886.0,2007-07-31,Paid,utility_bills\SATTI_MALL_IESCO_Bills.xlsx,utility_bills,SATTI_MALL
Aug-2007,2007-08-12,2007-09-02,1563,14609.0,,14609.0,2007-09-13,Late Payment,utility_bills\SATTI_MALL_IESCO_Bills.xlsx,utility_bills,SATTI_MALL
Sep-2007,2007-09-02,2007-09-23,9605,132021.0,6601,138622.0,2007-10-05,Late Payment,utility_bills\SATTI_MALL_IESCO_Bills.xlsx,utility_bills,SATTI_MALL
Oct-2007,2007-10-06,2007-10-27,3231,76679.0,"PKR 3,834",80513.0,2007-11-18,Late Payment,utility_bills\SATTI_MALL_IESCO_Bills.xlsx,utility_bills,SATTI_MALL
Nov-2007,2007-11-02,2007-11-23,1894,43539.0,,43539.0,2007-11-24,Paid,utility_bills\SATTI_MALL_IESCO_Bills.xlsx,utility_bills,SATTI_MALL
Dec-2007,2007-12-11,2008-01-01,2025,39733.0,,39733.0,2008-01-30,Late Payment,utility_bills\SATTI_MALL_IESCO_Bills.xlsx,utility_bills,SATTI_MALL
Jan-2008,2008-01-08,2008-01-29,11342,101054.0,,101054.0,2008-02-26,Late Payment,utility_bills\SATTI_MALL_IESCO_Bills.xlsx,utility_bills,SATTI_MALL
Feb-2008,2008-02-11,2008-03-03,4610,60896.0,,60896.0,2008-03-13,Disputed,utility_bills\SATTI_MALL_IESCO_Bills.xlsx,utility_bills,SATTI_MALL
May-2006,2006-05-08,2006-05-29,236,4933.0,,4933.0,2006-05-30,Paid,utility_bills\SATTI_MALL_SNGPL_Bills.xlsx,utility_bills,SATTI_MALL
Jun-2006,2006-06-02,2006-06-23,549,12248.0,,12248.0,2006-07-08,,utility_bills\SATTI_MALL_SNGPL_Bills.xlsx,utility_bills,SATTI_MALL
Jul-2006,2006-07-15,2006-08-05,611,10272.0,,10272.0,2006-09-04,Paid,utility_bills\SATTI_MALL_SNGPL_Bills.xlsx,utility_bills,SATTI_MALL
Aug-2006,2006-08-10,2006-08-31,66,1341.0,,,2006-09-17,Disputed,utility_bills\SATTI_MALL_SNGPL_Bills.xlsx,utility_bills,SATTI_MALL
Sep-2006,2006-09-05,2006-09-26,385,4083.0,,4083.0,2006-09-24,Late Payment,utility_bills\SATTI_MALL_SNGPL_Bills.xlsx,utility_bills,SATTI_MALL
Oct-2006,2006-10-02,2006-10-23,PKR 370,6957.0,348,7305.0,2006-11-09,,utility_bills\SATTI_MALL_SNGPL_Bills.xlsx,utility_bills,SATTI_MALL
Nov-2006,2006-11-03,2006-11-24,605,10114.0,,10114.0,2006-11-20,Paid,utility_bills\SATTI_MALL_SNGPL_Bills.xlsx,utility_bills,SATTI_MALL
Dec-2006,2006-12-02,2006-12-23,622,6563.0,,6563.0,2006-12-25,Paid,utility_bills\SATTI_MALL_SNGPL_Bills.xlsx,utility_bills,SATTI_MALL
Jan-2007,2007-01-04,2007-01-25,231,2167.0,,2167.0,2007-02-20,Disputed,utility_bills\SATTI_MALL_SNGPL_Bills.xlsx,utility_bills,SATTI_MALL
Feb-2007,2007-02-14,2007-03-07,308,6426.0,,6426.0,2007-03-29,Paid,utility_bills\SATTI_MALL_SNGPL_Bills.xlsx,utility_bills,SATTI_MALL
