row_no,item_of_work,unit,qty,rate,amount,remarks,_source_file,_folder,_project
3,RCC M20,cft,913.6,2283.0,2085748.8,,contractor_bills\SATTI_APTS_C002_RunBill_01.xlsx,contractor_bills,SATTI_APTS
4,Plumbing Fixture,nos,1532.4,2067.0,,,contractor_bills\SATTI_APTS_C002_RunBill_01.xlsx,contractor_bills,SATTI_APTS
5,Brick Masonry,cft,3375.3,1081.0,3648699.3,As per BOQ,contractor_bills\SATTI_APTS_C002_RunBill_01.xlsx,contractor_bills,SATTI_APTS
6,Excavation,cft,403.7,1191.0,480807.0,As per BOQ,contractor_bills\SATTI_APTS_C002_RunBill_01.xlsx,contractor_bills,SATTI_APTS
7,Flooring,sft,1731.3,1746.0,3022849.8,As per BOQ,contractor_bills\SATTI_APTS_C002_RunBill_01.xlsx,contractor_bills,SATTI_APTS
,,,,,99199.97,,contractor_bills\SATTI_APTS_C002_RunBill_01.xlsx,contractor_bills,SATTI_APTS
,,,,,946945.84,,contractor_bills\SATTI_APTS_C002_RunBill_01.xlsx,contractor_bills,SATTI_APTS
,,,,,9920.0,,contractor_bills\SATTI_APTS_C002_RunBill_01.xlsx,contractor_bills,SATTI_APTS
,,,,,89279.97,,contractor_bills\SATTI_APTS_C002_RunBill_01.xlsx,contractor_bills,SATTI_APTS
Prepared:,,Checked:,,,,,contractor_bills\SATTI_APTS_C002_RunBill_01.xlsx,contractor_bills,SATTI_APTS
Bill No:,RB-SAT-C002-02,,,,,,contractor_bills\SATTI_APTS_C002_RunBill_02.xlsx,contractor_bills,SATTI_APTS
Date:,03/09/15,,,,,,contractor_bills\SATTI_APTS_C002_RunBill_02.xlsx,contractor_bills,SATTI_APTS
Project:,SATTI_APTS,,,,,,contractor_bills\SATTI_APTS_C002_RunBill_02.xlsx,contractor_bills,SATTI_APTS
Contractor:,Iqbal Electrical Contractors,,,,,,contractor_bills\SATTI_APTS_C002_RunBill_02.xlsx,contractor_bills,SATTI_APTS
Scope:,Electrical,,,,,,contractor_bills\SATTI_APTS_C002_RunBill_02.xlsx,contractor_bills,SATTI_APTS
Contract Value:,2975578.21,,,,,,contractor_bills\SATTI_APTS_C002_RunBill_02.xlsx,contractor_bills,SATTI_APTS
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_APTS_C002_RunBill_02.xlsx,contractor_bills,SATTI_APTS
1,Excavation,cft,2791.9,267.0,745437.3,,contractor_bills\SATTI_APTS_C002_RunBill_02.xlsx,contractor_bills,SATTI_APTS
2,Window Frame,nos,PKR 662,1121.0,741877.8,,contractor_bills\SATTI_APTS_C002_RunBill_02.xlsx,contractor_bills,SATTI_APTS
3,Brick Masonry,cft,3845,2359.0,9070355.0,As per BOQ,contractor_bills\SATTI_APTS_C002_RunBill_02.xlsx,contractor_bills,SATTI_APTS
4,Door Frame,nos,3929.3,2450.0,9626785.0,Disputed,contractor_bills\SATTI_APTS_C002_RunBill_02.xlsx,contractor_bills,SATTI_APTS
5,Flooring,sft,205,436.0,89380.0,Verified,contractor_bills\SATTI_APTS_C002_RunBill_02.xlsx,contractor_bills,SATTI_APTS
6,Painting,sft,,2146.0,,Disputed,contractor_bills\SATTI_APTS_C002_RunBill_02.xlsx,contractor_bills,SATTI_APTS
,,,,,541931.15,,contractor_bills\SATTI_APTS_C002_RunBill_02.xlsx,contractor_bills,SATTI_APTS
,,,,,895372.12,,contractor_bills\SATTI_APTS_C002_RunBill_02.xlsx,contractor_bills,SATTI_APTS
,,,,,54193.12,,contractor_bills\SATTI_APTS_C002_RunBill_02.xlsx,contractor_bills,SATTI_APTS
,,,,,487738.03,,contractor_bills\SATTI_APTS_C002_RunBill_02.xlsx,contractor_bills,SATTI_APTS
Prepared:,,Checked:,,,,,contractor_bills\SATTI_APTS_C002_RunBill_02.xlsx,contractor_bills,SATTI_APTS
Bill No:,RB-SAT-C002-03,,,,,,contractor_bills\SATTI_APTS_C002_RunBill_03.xlsx,contractor_bills,SATTI_APTS
Date:,30.04.2016,,,,,,contractor_bills\SATTI_APTS_C002_RunBill_03.xlsx,contractor_bills,SATTI_APTS
Project:,SATTI_APTS,,,,,,contractor_bills\SATTI_APTS_C002_RunBill_03.xlsx,contractor_bills,SATTI_APTS
Contractor:,Iqbal Electrical Contractors,,,,,,contractor_bills\SATTI_APTS_C002_RunBill_03.xlsx,contractor_bills,SATTI_APTS
Scope:,Electrical,,,,,,contractor_bills\SATTI_APTS_C002_RunBill_03.xlsx,contractor_bills,SATTI_APTS
Contract Value:,11539756.17,,,,,,contractor_bills\SATTI_APTS_C002_RunBill_03.xlsx,contractor_bills,SATTI_APTS
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_APTS_C002_RunBill_03.xlsx,contractor_bills,SATTI_APTS
1,Electrical Wiring,point,4669.8,1868.0,8723186.4,Disputed,contractor_bills\SATTI_APTS_C002_RunBill_03.xlsx,contractor_bills,SATTI_APTS
2,RCC M20,cft,3092.7,1001.0,3095792.7,,contractor_bills\SATTI_APTS_C002_RunBill_03.xlsx,contractor_bills,SATTI_APTS
3,Brick Masonry,cft,4334.3,1392.0,6033345.6,,contractor_bills\SATTI_APTS_C002_RunBill_03.xlsx,contractor_bills,SATTI_APTS
4,Plumbing Fixture,nos,2987.7,2111.0,6307034.7,Disputed,contractor_bills\SATTI_APTS_C002_RunBill_03.xlsx,contractor_bills,SATTI_APTS
5,Painting,sft,492.9,2096.0,1033118.0,,contractor_bills\SATTI_APTS_C002_RunBill_03.xlsx,contractor_bills,SATTI_APTS
6,Window Frame,nos,3314.1,1410.0,4672881.0,,contractor_bills\SATTI_APTS_C002_RunBill_03.xlsx,contractor_bills,SATTI_APTS
7,PCC 1:4:8,cft,TBD,2433.0,3776259.3,,contractor_bills\SATTI_APTS_C002_RunBill_03.xlsx,contractor_bills,SATTI_APTS
,,,,,612682.32,,contractor_bills\SATTI_APTS_C002_RunBill_03.xlsx,contractor_bills,SATTI_APTS
,,,,,15980.68,,contractor_bills\SATTI_APTS_C002_RunBill_03.xlsx,contractor_bills,SATTI_APTS
,,,,,61268.23,,contractor_bills\SATTI_APTS_C002_RunBill_03.xlsx,contractor_bills,SATTI_APTS
,,,,,551414.09,,contractor_bills\SATTI_APTS_C002_RunBill_03.xlsx,contractor_bills,SATTI_APTS
Prepared:,,Checked:,,,,,contractor_bills\SATTI_APTS_C002_RunBill_03.xlsx,contractor_bills,SATTI_APTS
Bill No:,RB-SAT-C002-04,,,,,,contractor_bills\SATTI_APTS_C002_RunBill_04.xlsx,contractor_bills,SATTI_APTS
Date:,31-Aug-2017,,,,,,contractor_bills\SATTI_APTS_C002_RunBill_04.xlsx,contractor_bills,SATTI_APTS
Project:,SATTI_APTS,,,,,,contractor_bills\SATTI_APTS_C002_RunBill_04.xlsx,contractor_bills,SATTI_APTS
Contractor:,Iqbal Electrical Contractors,,,,,,contractor_bills\SATTI_APTS_C002_RunBill_04.xlsx,contractor_bills,SATTI_APTS
Scope:,Electrical,,,,,,contractor_bills\SATTI_APTS_C002_RunBill_04.xlsx,contractor_bills,SATTI_APTS
Contract Value:,5163948.79,,,,,,contractor_bills\SATTI_APTS_C002_RunBill_04.xlsx,contractor_bills,SATTI_APTS
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_APTS_C002_RunBill_04.xlsx,contractor_bills,SATTI_APTS
1,Plumbing Fixture,nos,"PKR 4,613",758.0,3496654.0,,contractor_bills\SATTI_APTS_C002_RunBill_04.xlsx,contractor_bills,SATTI_APTS
2,Brick Masonry,cft,2509,222.0,556998.0,As per BOQ,contractor_bills\SATTI_APTS_C002_RunBill_04.xlsx,contractor_bills,SATTI_APTS
3,Window Frame,nos,1799,,4369771.0,Verified,contractor_bills\SATTI_APTS_C002_RunBill_04.xlsx,contractor_bills,SATTI_APTS
4,Door Frame,nos,,772.0,74729.6,As per BOQ,contractor_bills\SATTI_APTS_C002_RunBill_04.xlsx,contractor_bills,SATTI_APTS
5,Plastering,sft,1666.8,1395.0,2325186.0,Verified,contractor_bills\SATTI_APTS_C002_RunBill_04.xlsx,contractor_bills,SATTI_APTS
,,,,,728537.0,,contractor_bills\SATTI_APTS_C002_RunBill_04.xlsx,contractor_bills,SATTI_APTS
,,,,,3410347.95,,contractor_bills\SATTI_APTS_C002_RunBill_04.xlsx,contractor_bills,SATTI_APTS
,,,,,72853.73,,contractor_bills\SATTI_APTS_C002_RunBill_04.xlsx,contractor_bills,SATTI_APTS
,,,,,655683.5700000001,,contractor_bills\SATTI_APTS_C002_RunBill_04.xlsx,contractor_bills,SATTI_APTS
Prepared:,,Checked:,,,,,contractor_bills\SATTI_APTS_C002_RunBill_04.xlsx,contractor_bills,SATTI_APTS
Bill No:,RB-SAT-C002-05,,,,,,contractor_bills\SATTI_APTS_C002_RunBill_05.xlsx,contractor_bills,SATTI_APTS
Date:,04-May-2015,,,,,,contractor_bills\SATTI_APTS_C002_RunBill_05.xlsx,contractor_bills,SATTI_APTS
Project:,SATTI_APTS,,,,,,contractor_bills\SATTI_APTS_C002_RunBill_05.xlsx,contractor_bills,SATTI_APTS
Contractor:,Iqbal Electrical Contractors,,,,,,contractor_bills\SATTI_APTS_C002_RunBill_05.xlsx,contractor_bills,SATTI_APTS
Scope:,Electrical,,,,,,contractor_bills\SATTI_APTS_C002_RunBill_05.xlsx,contractor_bills,SATTI_APTS
Contract Value:,1382067.74,,,,,,contractor_bills\SATTI_APTS_C002_RunBill_05.xlsx,contractor_bills,SATTI_APTS
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_APTS_C002_RunBill_05.xlsx,contractor_bills,SATTI_APTS
1,Painting,sft,1567.2,1827.0,,As per BOQ,contractor_bills\SATTI_APTS_C002_RunBill_05.xlsx,contractor_bills,SATTI_APTS
2,Excavation,cft,2100.6,586.0,1230951.6,,contractor_bills\SATTI_APTS_C002_RunBill_05.xlsx,contractor_bills,SATTI_APTS
3,Door Frame,nos,1671.2,67.0,111970.4,As per BOQ,contractor_bills\SATTI_APTS_C002_RunBill_05.xlsx,contractor_bills,SATTI_APTS
4,Flooring,sft,1552.5,2121.0,3292852.5,,contractor_bills\SATTI_APTS_C002_RunBill_05.xlsx,contractor_bills,SATTI_APTS
5,Brick Masonry,cft,2055.1,464.0,953566.4,As per BOQ,contractor_bills\SATTI_APTS_C002_RunBill_05.xlsx,contractor_bills,SATTI_APTS
6,RCC M20,cft,3344.2,499.0,1668755.8,Disputed,contractor_bills\SATTI_APTS_C002_RunBill_05.xlsx,contractor_bills,SATTI_APTS
7,PCC 1:4:8,cft,1943.3,910.0,,As per BOQ,contractor_bills\SATTI_APTS_C002_RunBill_05.xlsx,contractor_bills,SATTI_APTS
8,Plumbing Fixture,nos,392.2,2320.0,909904.0,,contractor_bills\SATTI_APTS_C002_RunBill_05.xlsx,contractor_bills,SATTI_APTS
,,,,,114517.43,,contractor_bills\SATTI_APTS_C002_RunBill_05.xlsx,contractor_bills,SATTI_APTS
,,,,,582030.92,,contractor_bills\SATTI_APTS_C002_RunBill_05.xlsx,contractor_bills,SATTI_APTS
,,,,,11451.74,,contractor_bills\SATTI_APTS_C002_RunBill_05.xlsx,contractor_bills,SATTI_APTS
,,,,,103065.69,,contractor_bills\SATTI_APTS_C002_RunBill_05.xlsx,contractor_bills,SATTI_APTS
Prepared:,,Checked:,,,,,contractor_bills\SATTI_APTS_C002_RunBill_05.xlsx,contractor_bills,SATTI_APTS
Bill No:,RB-SAT-C002-06,,,,,,contractor_bills\SATTI_APTS_C002_RunBill_06.xlsx,contractor_bills,SATTI_APTS
Date:,12-Aug-2015,,,,,,contractor_bills\SATTI_APTS_C002_RunBill_06.xlsx,contractor_bills,SATTI_APTS
Project:,SATTI_APTS,,,,,,contractor_bills\SATTI_APTS_C002_RunBill_06.xlsx,contractor_bills,SATTI_APTS
Contractor:,Iqbal Electrical Contractors,,,,,,contractor_bills\SATTI_APTS_C002_RunBill_06.xlsx,contractor_bills,SATTI_APTS
Scope:,Electrical,,,,,,contractor_bills\SATTI_APTS_C002_RunBill_06.xlsx,contractor_bills,SATTI_APTS
Contract Value:,"PKR 10,104,676",,,,,,contractor_bills\SATTI_APTS_C002_RunBill_06.xlsx,contractor_bills,SATTI_APTS
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_APTS_C002_RunBill_06.xlsx,contractor_bills,SATTI_APTS
1,RCC M20,cft,4218.9,,6459135.9,As per BOQ,contractor_bills\SATTI_APTS_C002_RunBill_06.xlsx,contractor_bills,SATTI_APTS
2,PCC 1:4:8,cft,2004.4,1743.0,3493669.0,,contractor_bills\SATTI_APTS_C002_RunBill_06.xlsx,contractor_bills,SATTI_APTS
3,Painting,sft,TBD,1258.0,4471183.6,Disputed,contractor_bills\SATTI_APTS_C002_RunBill_06.xlsx,contractor_bills,SATTI_APTS
4,Flooring,sft,4287.3,1101.0,4720317.3,Verified,contractor_bills\SATTI_APTS_C002_RunBill_06.xlsx,contractor_bills,SATTI_APTS
,,,,,1473936.7,,contractor_bills\SATTI_APTS_C002_RunBill_06.xlsx,contractor_bills,SATTI_APTS
,,,,,4089632.94,,contractor_bills\SATTI_APTS_C002_RunBill_06.xlsx,contractor_bills,SATTI_APTS
,,,,,147393.67,,contractor_bills\SATTI_APTS_C002_RunBill_06.xlsx,contractor_bills,SATTI_APTS
,,,,,1326543.03,,contractor_bills\SATTI_APTS_C002_RunBill_06.xlsx,contractor_bills,SATTI_APTS
Prepared:,,Checked:,,,,,contractor_bills\SATTI_APTS_C002_RunBill_06.xlsx,contractor_bills,SATTI_APTS
Bill No:,RB-SAT-C003-01,,,,,,contractor_bills\SATTI_APTS_C003_RunBill_01.xlsx,contractor_bills,SATTI_APTS
Date:,2018/06/14,,,,,,contractor_bills\SATTI_APTS_C003_RunBill_01.xlsx,contractor_bills,SATTI_APTS
Project:,SATTI_APTS,,,,,,contractor_bills\SATTI_APTS_C003_RunBill_01.xlsx,contractor_bills,SATTI_APTS
Contractor:,Rehman Plumbing Works,,,,,,contractor_bills\SATTI_APTS_C003_RunBill_01.xlsx,contractor_bills,SATTI_APTS
Scope:,Plumbing,,,,,,contractor_bills\SATTI_APTS_C003_RunBill_01.xlsx,contractor_bills,SATTI_APTS
Contract Value:,12119875.88,,,,,,contractor_bills\SATTI_APTS_C003_RunBill_01.xlsx,contractor_bills,SATTI_APTS
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_APTS_C003_RunBill_01.xlsx,contractor_bills,SATTI_APTS
1,Excavation,cft,1931.4,2469.0,4768626.6,,contractor_bills\SATTI_APTS_C003_RunBill_01.xlsx,contractor_bills,SATTI_APTS
2,Brick Masonry,cft,2758.3,1501.0,4140208.0,Verified,contractor_bills\SATTI_APTS_C003_RunBill_01.xlsx,contractor_bills,SATTI_APTS
3,Door Frame,nos,75.9,780.0,59202.0,Disputed,contractor_bills\SATTI_APTS_C003_RunBill_01.xlsx,contractor_bills,SATTI_APTS
4,RCC M20,cft,2952.6,1193.0,3522451.8,,contractor_bills\SATTI_APTS_C003_RunBill_01.xlsx,contractor_bills,SATTI_APTS
5,Plumbing Fixture,nos,,2216.0,8400412.8,,contractor_bills\SATTI_APTS_C003_RunBill_01.xlsx,contractor_bills,SATTI_APTS
6,Painting,sft,4953.2,1818.0,9004917.6,Disputed,contractor_bills\SATTI_APTS_C003_RunBill_01.xlsx,contractor_bills,SATTI_APTS
7,Plastering,sft,"PKR 1,650",943.0,1555950.0,Disputed,contractor_bills\SATTI_APTS_C003_RunBill_01.xlsx,contractor_bills,SATTI_APTS
,,,,,2411380.97,,contractor_bills\SATTI_APTS_C003_RunBill_01.xlsx,contractor_bills,SATTI_APTS
,,,,,,,contractor_bills\SATTI_APTS_C003_RunBill_01.xlsx,contractor_bills,SATTI_APTS
,,,,,241138.1,,contractor_bills\SATTI_APTS_C003_RunBill_01.xlsx,contractor_bills,SATTI_APTS
,,,,,2170242.87,,contractor_bills\SATTI_APTS_C003_RunBill_01.xlsx,contractor_bills,SATTI_APTS
Prepared:,,Checked:,,,,,contractor_bills\SATTI_APTS_C003_RunBill_01.xlsx,contractor_bills,SATTI_APTS
Bill No:,RB-SAT-C003-02,,,,,,contractor_bills\SATTI_APTS_C003_RunBill_02.xlsx,contractor_bills,SATTI_APTS
Date:,04.02.2016,,,,,,contractor_bills\SATTI_APTS_C003_RunBill_02.xlsx,contractor_bills,SATTI_APTS
Project:,SATTI_APTS,,,,,,contractor_bills\SATTI_APTS_C003_RunBill_02.xlsx,contractor_bills,SATTI_APTS
Contractor:,Rehman Plumbing Works,,,,,,contractor_bills\SATTI_APTS_C003_RunBill_02.xlsx,contractor_bills,SATTI_APTS
Scope:,Plumbing,,,,,,contractor_bills\SATTI_APTS_C003_RunBill_02.xlsx,contractor_bills,SATTI_APTS
Contract Value:,8592619.78,,,,,,contractor_bills\SATTI_APTS_C003_RunBill_02.xlsx,contractor_bills,SATTI_APTS
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_APTS_C003_RunBill_02.xlsx,contractor_bills,SATTI_APTS
1,Plumbing Fixture,nos,"PKR 2,431",2102.0,5109962.0,,contractor_bills\SATTI_APTS_C003_RunBill_02.xlsx,contractor_bills,SATTI_APTS
2,Flooring,sft,44.8,2006.0,89868.8,Verified,contractor_bills\SATTI_APTS_C003_RunBill_02.xlsx,contractor_bills,SATTI_APTS
3,Plastering,sft,"PKR 2,333",,5662191.0,Verified,contractor_bills\SATTI_APTS_C003_RunBill_02.xlsx,contractor_bills,SATTI_APTS
4,Door Frame,nos,3842.5,,2201752.5,,contractor_bills\SATTI_APTS_C003_RunBill_02.xlsx,contractor_bills,SATTI_APTS
5,Brick Masonry,cft,199.9,2484.0,496551.6,Disputed,contractor_bills\SATTI_APTS_C003_RunBill_02.xlsx,contractor_bills,SATTI_APTS
6,Excavation,cft,3335.2,99.0,330184.8,Disputed,contractor_bills\SATTI_APTS_C003_RunBill_02.xlsx,contractor_bills,SATTI_APTS
7,Window Frame,nos,600.8,1466.0,880772.8,As per BOQ,contractor_bills\SATTI_APTS_C003_RunBill_02.xlsx,contractor_bills,SATTI_APTS
8,PCC 1:4:8,cft,284,333.0,94572.0,,contractor_bills\SATTI_APTS_C003_RunBill_02.xlsx,contractor_bills,SATTI_APTS
