date,description,debit,credit,balance,ref_no,_source_file,_folder,_project
2014-05-21,Salary,1788200.0,,-4893810.02,REF99897,bank_statements\BankStatement_HBL_345678.xlsx,bank_statements,SATTI_MALL
2014-09-27,Security Deposit,,,-4430619.34,REF95039,bank_statements\BankStatement_HBL_345678.xlsx,bank_statements,SATTI_MALL
2014-10-08,Cheque Clearance,,,-6130970.95,REF15521,bank_statements\BankStatement_HBL_345678.xlsx,bank_statements,SATTI_MALL
2015-02-18,Advance,,252720.76,-5878250.19,REF33832,bank_statements\BankStatement_HBL_345678.xlsx,bank_statements,SATTI_MALL
2015-02-24,Cheque Clearance,572857.76,,-6451107.95,REF31825,bank_statements\BankStatement_HBL_345678.xlsx,bank_statements,SATTI_MALL
2015-04-06,Salary,,125216.87,-6325891.08,REF13380,bank_statements\BankStatement_HBL_345678.xlsx,bank_statements,SATTI_MALL
2015-04-29,Vendor Payment,,335654.65,-5990236.43,REF57929,bank_statements\BankStatement_HBL_345678.xlsx,bank_statements,SATTI_MALL
2015-10-11,Transfer,1481562.64,,-7471799.07,REF12549,bank_statements\BankStatement_HBL_345678.xlsx,bank_statements,SATTI_MALL
2016-05-31,Security Deposit,,1901664.91,-5570134.16,REF54910,bank_statements\BankStatement_HBL_345678.xlsx,bank_statements,SATTI_MALL
2016-12-26,Cheque Clearance,906644.09,,-6476778.25,REF11847,bank_statements\BankStatement_HBL_345678.xlsx,bank_statements,SATTI_MALL
2017-04-15,Running Bill,,1398450.42,-5078327.83,REF16928,bank_statements\BankStatement_HBL_345678.xlsx,bank_statements,SATTI_MALL
2017-07-26,Online Transfer,1809858.87,,,REF50149,bank_statements\BankStatement_HBL_345678.xlsx,bank_statements,SATTI_MALL
2018-04-05,Utility Bill,1591335.28,,-8479521.98,REF19332,bank_statements\BankStatement_HBL_345678.xlsx,bank_statements,SATTI_MALL
2018-04-19,Vendor Payment,,,-7964464.13,REF94603,bank_statements\BankStatement_HBL_345678.xlsx,bank_statements,SATTI_MALL
2018-05-22,DD Issued,670043.0,,-8634507.18,REF94051,bank_statements\BankStatement_HBL_345678.xlsx,bank_statements,SATTI_MALL
2018-05-25,Ref PO-APT-6124,944428.14,,-9578935.32,REF35022,bank_statements\BankStatement_HBL_345678.xlsx,bank_statements,SATTI_MALL
2018-11-09,DD Issued,,1522177.99,-8056757.33,REF98113,bank_statements\BankStatement_HBL_345678.xlsx,bank_statements,SATTI_MALL
