date,description,debit,credit,balance,ref_no,_source_file,_folder,_project
2009-10-29,Contractor Bill,499142.26,,3474220.65,REF79204,bank_statements\BankStatement_MCB_776655.xlsx,bank_statements,SATTI_MALL
2009-12-09,Transfer,1208481.6,,2265739.0,REF57204,bank_statements\BankStatement_MCB_776655.xlsx,bank_statements,SATTI_MALL
2009-12-17,Petty Cash,,273070.18,2538809.23,REF13699,bank_statements\BankStatement_MCB_776655.xlsx,bank_statements,SATTI_MALL
2011-01-17,Advance,505394.06,,2033415.17,REF27109,bank_statements\BankStatement_MCB_776655.xlsx,bank_statements,SATTI_MALL
2011-01-27,Petty Cash,,483303.63,,REF95271,bank_statements\BankStatement_MCB_776655.xlsx,bank_statements,SATTI_MALL
2011-02-25,Material Purchase,,135744.15,2652462.95,REF64836,bank_statements\BankStatement_MCB_776655.xlsx,bank_statements,SATTI_MALL
2012-05-23,Advance,1613161.46,,1039301.49,REF34380,bank_statements\BankStatement_MCB_776655.xlsx,bank_statements,SATTI_MALL
2012-05-25,Transfer,1516833.98,,-477532.49,REF55444,bank_statements\BankStatement_MCB_776655.xlsx,bank_statements,SATTI_MALL
2012-06-25,Running Bill,1027685.27,,-1505217.76,REF20473,bank_statements\BankStatement_MCB_776655.xlsx,bank_statements,SATTI_MALL
2012-08-02,Salary,1257329.05,,-2762546.81,REF96870,bank_statements\BankStatement_MCB_776655.xlsx,bank_statements,SATTI_MALL
2013-05-07,Petty Cash,866149.77,,-3628696.58,REF89393,bank_statements\BankStatement_MCB_776655.xlsx,bank_statements,SATTI_MALL
2013-10-21,Material Purchase,1074176.89,,-4702873.47,REF15826,bank_statements\BankStatement_MCB_776655.xlsx,bank_statements,SATTI_MALL
2014-02-14,DD Issued,,1679630.43,-3023243.0,REF31965,bank_statements\BankStatement_MCB_776655.xlsx,bank_statements,SATTI_MALL
2014-03-26,DD Issued,34524.39,,-3057767.43,REF68001,bank_statements\BankStatement_MCB_776655.xlsx,bank_statements,SATTI_MALL
2014-05-08,DD Issued,,1090734.98,-1967032.45,REF71760,bank_statements\BankStatement_MCB_776655.xlsx,bank_statements,SATTI_MALL
2014-05-14,Salary,758059.37,,-2725091.82,REF68829,bank_statements\BankStatement_MCB_776655.xlsx,bank_statements,SATTI_MALL
2014-07-05,Transfer,,875825.42,-1849266.4,REF39080,bank_statements\BankStatement_MCB_776655.xlsx,bank_statements,SATTI_MALL
2014-12-24,Cheque Clearance,,1626718.39,-222548.01,REF35280,bank_statements\BankStatement_MCB_776655.xlsx,bank_statements,SATTI_MALL
2015-04-01,Ref PO-PLZ-8287,1608635.73,,-1831184.0,REF53331,bank_statements\BankStatement_MCB_776655.xlsx,bank_statements,SATTI_MALL
2015-07-11,Vendor Payment,1411732.04,,-3242915.78,REF93365,bank_statements\BankStatement_MCB_776655.xlsx,bank_statements,SATTI_MALL
2015-11-14,Material Purchase,,,-4344866.74,REF29974,bank_statements\BankStatement_MCB_776655.xlsx,bank_statements,SATTI_MALL
2015-12-06,Security Deposit,1816575.37,,-6161442.11,REF85870,bank_statements\BankStatement_MCB_776655.xlsx,bank_statements,SATTI_MALL
2016-02-29,Material Purchase,,1966144.9,-4195297.21,REF83127,bank_statements\BankStatement_MCB_776655.xlsx,bank_statements,SATTI_MALL
2016-06-25,Ref PO-APT-7003,,720010.54,-3475286.67,REF94531,bank_statements\BankStatement_MCB_776655.xlsx,bank_statements,SATTI_MALL
2016-07-08,Online Transfer,1682976.37,,-5158263.04,REF77488,bank_statements\BankStatement_MCB_776655.xlsx,bank_statements,SATTI_MALL
2016-07-27,Security Deposit,,1492509.67,-3665753.37,REF91736,bank_statements\BankStatement_MCB_776655.xlsx,bank_statements,SATTI_MALL
2016-07-27,Running Bill,,326906.58,-3338846.79,REF67370,bank_statements\BankStatement_MCB_776655.xlsx,bank_statements,SATTI_MALL
2016-08-15,Ref PO-MALL-4018,,847057.99,-2491788.8,REF87702,bank_statements\BankStatement_MCB_776655.xlsx,bank_statements,SATTI_MALL
2016-10-03,Cheque Clearance,320160.0,,-2811948.87,REF52340,bank_statements\BankStatement_MCB_776655.xlsx,bank_statements,SATTI_MALL
2016-11-24,Petty Cash,1888165.3,,-4700114.0,REF25378,bank_statements\BankStatement_MCB_776655.xlsx,bank_statements,SATTI_MALL
2017-02-18,DD Issued,,998099.28,-3702014.89,REF91861,bank_statements\BankStatement_MCB_776655.xlsx,bank_statements,SATTI_MALL
2017-07-16,DD Issued,,1096681.0,-2605334.15,REF38633,bank_statements\BankStatement_MCB_776655.xlsx,bank_statements,SATTI_MALL
2017-09-18,Cheque Clearance,1616424.74,,-4221758.89,REF74356,bank_statements\BankStatement_MCB_776655.xlsx,bank_statements,SATTI_MALL
2018-04-16,Running Bill,,142684.64,-4079074.25,REF70644,bank_statements\BankStatement_MCB_776655.xlsx,bank_statements,SATTI_MALL
2018-06-15,Running Bill,1796049.91,,-5875124.16,REF58214,bank_statements\BankStatement_MCB_776655.xlsx,bank_statements,SATTI_MALL
2018-09-06,Salary,1793205.31,,-7668329.0,REF25038,bank_statements\BankStatement_MCB_776655.xlsx,bank_statements,SATTI_MALL
2018-10-19,DD Issued,1780293.13,,-9448622.6,REF51018,bank_statements\BankStatement_MCB_776655.xlsx,bank_statements,SATTI_MALL
2018-12-27,Cheque Clearance,,1793872.29,-7654750.31,REF75617,bank_statements\BankStatement_MCB_776655.xlsx,bank_statements,SATTI_MALL
